kind,metric,rho,tau,wins,full,rule
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_listener_utility_norm,0.9312990201647435,0.847613499790037,53/54,14/18,tribe_pressure>=0.919
soft_gate,high:claude_vlm_specificity_norm|low:clip_mean_norm,0.9312576096765247,0.8378298985322243,52/54,15/18,weight=extended_seconds_frac
gate,high:all4_mean|low:claude_vlm_completeness_norm,0.9312073652349786,0.8493660677596391,53/54,15/18,mean_need>=0.378
gate,high:gpt_vlm_completeness_norm|low:gpt_vlm_listener_utility_norm,0.9311865128484369,0.8502959329866806,53/54,15/18,max_need>=0.730
gate,high:gpt_vlm_listener_utility_norm|low:selected3_mean,0.9311842935610967,0.8475680109887076,52/54,16/18,max_need>=0.771
gate,high:gpt_vlm_listener_utility_norm|low:gpt_vlm_completeness_norm,0.9311787824330384,0.850105262296317,53/54,16/18,mean_speech_density>=0.874
gate,high:gpt_vlm_listener_utility_norm|low:gpt_vlm_completeness_norm,0.9311710522101632,0.8499147198166634,53/54,16/18,mean_speech_density>=1.000
gate,high:all4_mean|low:claude_vlm_specificity_norm,0.9311612236020075,0.8489098330782748,53/54,15/18,tribe_pressure>=0.522
gate,high:strict_all4_80adqa_20clip|low:all4_mean,0.931157892319877,0.8435526632451625,54/54,16/18,extended_seconds_frac>=0.477
gate,high:selected3_mean|low:strict_all4_80adqa_20clip,0.9311577708801352,0.8440268189555418,53/54,15/18,mean_need>=0.393
gate,high:all4_mean|low:selected3_mean,0.9311535339966726,0.8496732484938138,53/54,16/18,mean_speech_density>=0.874
gate,high:strict_all4_80adqa_20clip|low:selected3_mean,0.9311501212276722,0.8447860299716375,54/54,16/18,mean_need>=0.378
gate,high:strict_all4_80adqa_20clip|low:selected3_mean,0.9311501212276722,0.8447860299716375,54/54,16/18,high_need_seconds_frac>=0.417
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_specificity_norm,0.9311501212276722,0.8447860299716375,54/54,15/18,high_need_seconds_frac>=0.417
gate,high:strict_all4_80adqa_20clip|low:all4_mean,0.9311501212276722,0.8438452882901547,53/54,15/18,mean_speech_density>=1.000
gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_specificity_norm,0.9311324039833545,0.8487741493365963,53/54,15/18,high_need_seconds_frac>=0.417
gate,high:vlm_best_dims_mean|low:strict_all4_80adqa_20clip,0.9310983513456035,0.8400546253346066,54/54,16/18,max_need>=0.771
gate,high:gpt_vlm_listener_utility_norm|low:selected3_mean,0.9310628493003686,0.8482055833583105,53/54,17/18,tribe_pressure>=0.522
gate,high:selected3_mean|low:gpt_vlm_listener_utility_norm,0.9310342948213692,0.84693197764935,53/54,14/18,max_need>=0.624
gate,high:gpt_vlm_completeness_norm|low:selected3_mean,0.9310265883174783,0.8481751432529622,53/54,17/18,mean_need>=0.393
gate,high:gpt_vlm_listener_utility_norm|low:vlm_best_dims_mean,0.9310265883174783,0.8457912895619757,53/54,15/18,mean_speech_density>=1.000
soft_gate,high:gpt_vlm_listener_utility_norm|low:selected3_mean,0.9310265883174783,0.8457912895619757,53/54,17/18,weight=mean_speech_density
soft_gate,high:gpt_vlm_listener_utility_norm|low:vlm_best_dims_mean,0.9310265883174783,0.8457912895619757,53/54,17/18,weight=mean_speech_density
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_listener_utility_norm,0.9309890183449475,0.8459143043566877,54/54,15/18,mean_need>=0.487
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_listener_utility_norm,0.9309890183449475,0.8459143043566877,54/54,15/18,tribe_pressure>=0.710
gate,high:clip_mean_norm|low:gpt_vlm_completeness_norm,0.9309755487913405,0.8589430102712908,53/54,16/18,mean_need>=0.487
gate,high:clip_mean_norm|low:gpt_vlm_completeness_norm,0.9309755487913405,0.8589430102712908,53/54,16/18,tribe_pressure>=0.710
gate,high:claude_vlm_specificity_norm|low:strict_all4_80adqa_20clip,0.9309711013657211,0.8424013015056374,53/54,16/18,max_need>=0.771
gate,high:clip_mean_norm|low:vlm_best_dims_mean,0.930954684101635,0.8554033588105024,53/54,16/18,mean_need>=0.487
gate,high:clip_mean_norm|low:vlm_best_dims_mean,0.930954684101635,0.8554033588105024,53/54,16/18,tribe_pressure>=0.710
gate,high:claude_vlm_specificity_norm|low:all4_mean,0.9309351899491727,0.8495526391112049,53/54,16/18,high_need_seconds_frac>=0.727
gate,high:gpt_vlm_completeness_norm|low:gpt_vlm_listener_utility_norm,0.9309291704542608,0.8505790759328916,53/54,15/18,max_need>=0.838
soft_gate,high:strict_all4_80adqa_20clip|low:claude_vlm_specificity_norm,0.9308381122205688,0.840722120508864,54/54,17/18,weight=mean_speech_density
soft_gate,high:all4_mean|low:selected3_mean,0.9308373880025596,0.8478418754733444,53/54,16/18,weight=mean_speech_density
gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_completeness_norm,0.9307669008415342,0.8479156591807857,53/54,16/18,tribe_pressure>=0.522
gate,high:gpt_vlm_listener_utility_norm|low:vlm_best_dims_mean,0.9307514510178838,0.8475372098608044,53/54,16/18,tribe_pressure>=0.522
gate,high:claude_vlm_completeness_norm|low:clip_mean_norm,0.9306664907378779,0.8481300518293955,53/54,15/18,tribe_pressure>=0.522
soft_gate,high:claude_vlm_specificity_norm|low:clip_mean_norm,0.9306617001949825,0.8370720468632081,52/54,15/18,weight=high_need_seconds_frac
soft_gate,high:clip_mean_norm|low:vlm_best_dims_mean,0.9306540726644205,0.8368937757405681,54/54,14/18,weight=extended_seconds_frac
gate,high:all4_mean|low:strict_all4_80adqa_20clip,0.9306452638881864,0.8463974293596875,53/54,16/18,mean_need>=0.374
gate,high:all4_mean|low:strict_all4_80adqa_20clip,0.9306452638881864,0.8463974293596875,53/54,16/18,high_need_seconds_frac>=0.373
gate,high:all4_mean|low:strict_all4_80adqa_20clip,0.9306452638881864,0.8463974293596875,53/54,16/18,tribe_pressure>=0.484
gate,high:all4_mean|low:strict_all4_80adqa_20clip,0.9306452638881864,0.8463974293596875,53/54,16/18,tribe_pressure>=0.522
gate,high:strict_all4_80adqa_20clip|low:all4_mean,0.9306376069977405,0.8471577479285686,54/54,17/18,mean_need>=0.487
gate,high:strict_all4_80adqa_20clip|low:all4_mean,0.9306376069977405,0.8471577479285686,54/54,17/18,tribe_pressure>=0.710
gate,high:strict_all4_80adqa_20clip|low:vlm_best_dims_mean,0.9306376069977405,0.8462143651357751,54/54,15/18,high_need_seconds_frac>=0.550
gate,high:strict_all4_80adqa_20clip|low:vlm_best_dims_mean,0.9306376069977405,0.8462143651357751,54/54,15/18,tribe_pressure>=0.609
gate,high:all4_mean|low:claude_vlm_completeness_norm,0.9306015048802387,0.8484154621997515,53/54,15/18,high_need_seconds_frac>=0.550
gate,high:all4_mean|low:claude_vlm_completeness_norm,0.9306015048802387,0.8484154621997515,53/54,15/18,tribe_pressure>=0.609
gate,high:all4_mean|low:claude_vlm_completeness_norm,0.9305938191354726,0.848704420829721,53/54,15/18,mean_need>=0.374
gate,high:all4_mean|low:claude_vlm_completeness_norm,0.9305938191354726,0.848704420829721,53/54,15/18,tribe_pressure>=0.484
gate,high:all4_mean|low:claude_vlm_completeness_norm,0.9305938191354726,0.848704420829721,53/54,15/18,tribe_pressure>=0.522
gate,high:selected3_mean|low:gpt_vlm_completeness_norm,0.9305938191354726,0.8468036270540665,53/54,15/18,high_need_seconds_frac>=0.417
single,gpt_vlm_listener_utility_norm,0.9305868108122332,0.8495257300745034,53/54,15/18,
gate,high:all4_mean|low:claude_vlm_completeness_norm,0.9305861335811306,0.8482292223858076,53/54,15/18,extended_seconds_frac>=0.477
gate,high:gpt_vlm_listener_utility_norm|low:strict_all4_80adqa_20clip,0.93058409598841,0.8398643548486766,53/54,16/18,mean_speech_density>=1.000
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_completeness_norm,0.930568805292692,0.8443902320268296,54/54,15/18,extended_seconds_frac>=0.477
gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_completeness_norm,0.9305636346940442,0.8485740934701245,53/54,15/18,mean_speech_density>=0.874
gate,high:all4_mean|low:claude_vlm_specificity_norm,0.9305553932678486,0.8479602695065989,53/54,15/18,mean_need>=0.374
gate,high:all4_mean|low:claude_vlm_specificity_norm,0.9305553932678486,0.8479602695065989,53/54,15/18,tribe_pressure>=0.484
gate,high:strict_all4_80adqa_20clip|low:all4_mean,0.9305540285764788,0.8426143399267586,54/54,16/18,high_need_seconds_frac>=0.417
soft_gate,high:claude_vlm_completeness_norm|low:clip_mean_norm,0.9305540285764788,0.8379227233347387,53/54,15/18,weight=extended_seconds_frac
gate,high:claude_vlm_listener_utility_norm|low:gpt_vlm_listener_utility_norm,0.9304863934708612,0.8478150825011876,53/54,14/18,mean_need>=0.487
gate,high:claude_vlm_listener_utility_norm|low:gpt_vlm_listener_utility_norm,0.9304863934708612,0.8478150825011876,53/54,14/18,tribe_pressure>=0.710
gate,high:gpt_vlm_listener_utility_norm|low:vlm_best_dims_mean,0.9304863934708612,0.8478150825011876,53/54,16/18,mean_speech_density>=0.682
gate,high:claude_vlm_listener_utility_norm|low:gpt_vlm_listener_utility_norm,0.9304323360575398,0.8470581045980227,53/54,14/18,mean_need>=0.393
gate,high:selected3_mean|low:claude_vlm_listener_utility_norm,0.9303815517897327,0.8459974832925486,53/54,14/18,mean_speech_density>=1.000
gate,high:claude_vlm_listener_utility_norm|low:all4_mean,0.9302447959999287,0.8482492151164497,53/54,16/18,mean_need>=0.487
gate,high:claude_vlm_listener_utility_norm|low:all4_mean,0.9302447959999287,0.8482492151164497,53/54,16/18,tribe_pressure>=0.710
soft_gate,high:claude_vlm_listener_utility_norm|low:gpt_vlm_listener_utility_norm,0.9302447959999287,0.842553081606994,53/54,13/18,weight=max_need
gate,high:gpt_vlm_listener_utility_norm|low:gpt_vlm_completeness_norm,0.9302444811948443,0.848284094716973,53/54,15/18,high_need_seconds_frac>=0.373
gate,high:selected3_mean|low:all4_mean,0.9302398289338424,0.8470799515189154,53/54,16/18,mean_need>=0.393
soft_gate,high:strict_all4_80adqa_20clip|low:all4_mean,0.9302348470797908,0.8397879848194096,54/54,17/18,weight=high_need_seconds_frac
soft_gate,high:all4_mean|low:strict_all4_80adqa_20clip,0.9302348470797908,0.8397879848194096,53/54,16/18,weight=tribe_pressure
soft_gate,high:vlm_best_dims_mean|low:clip_mean_norm,0.9302348470797908,0.8351173063721382,53/54,14/18,weight=high_need_seconds_frac
soft_gate,high:claude_vlm_listener_utility_norm|low:all4_mean,0.9302321621325967,0.8450031191938577,53/54,16/18,weight=max_need
gate,high:gpt_vlm_listener_utility_norm|low:vlm_best_dims_mean,0.9301518288998789,0.8467679467763471,53/54,16/18,mean_need>=0.374
gate,high:gpt_vlm_listener_utility_norm|low:vlm_best_dims_mean,0.9301518288998789,0.8467679467763471,53/54,16/18,tribe_pressure>=0.484
gate,high:gpt_vlm_listener_utility_norm|low:vlm_best_dims_mean,0.9301441091248868,0.846578999335241,53/54,15/18,high_need_seconds_frac>=0.373
soft_gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_completeness_norm,0.9300823578437363,0.8456361557424186,53/54,16/18,weight=mean_speech_density
gate,high:all4_mean|low:strict_all4_80adqa_20clip,0.9300405561143799,0.8454538424819176,53/54,16/18,extended_seconds_frac>=0.364
soft_gate,high:all4_mean|low:vlm_best_dims_mean,0.9300329041991714,0.8452709823429816,54/54,17/18,weight=mean_speech_density
gate,high:all4_mean|low:gpt_vlm_listener_utility_norm,0.9299649227031652,0.8435822006033489,53/54,14/18,max_need>=0.624
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_completeness_norm,0.9299577948490788,0.8427946747260254,54/54,15/18,high_need_seconds_frac>=0.373
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_listener_utility_norm,0.929956899733825,0.8385615874489476,54/54,15/18,max_need>=0.624
gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_specificity_norm,0.9299562171779254,0.8476141680250224,53/54,16/18,extended_seconds_frac>=0.364
gate,high:strict_all4_80adqa_20clip|low:vlm_best_dims_mean,0.9299501648330809,0.8435526632451625,54/54,15/18,high_need_seconds_frac>=0.373
soft_gate,high:clip_mean_norm|low:gpt_vlm_completeness_norm,0.9299501648330809,0.8369844000163349,54/54,15/18,weight=tribe_pressure
gate,high:all4_mean|low:claude_vlm_specificity_norm,0.9299495629336899,0.847010705934923,53/54,15/18,extended_seconds_frac>=0.364
gate,high:all4_mean|low:claude_vlm_completeness_norm,0.9299418833343476,0.8468251817390858,54/54,17/18,mean_speech_density>=0.682
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_listener_utility_norm,0.929941620096942,0.8438452882901547,54/54,15/18,high_need_seconds_frac>=0.417
gate,high:strict_all4_80adqa_20clip|low:selected3_mean,0.929941620096942,0.8429045466086718,54/54,16/18,extended_seconds_frac>=0.477
soft_gate,high:gpt_vlm_listener_utility_norm|low:strict_all4_80adqa_20clip,0.9299332145094017,0.8365185099063196,53/54,17/18,weight=tribe_pressure
gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_completeness_norm,0.9298713083499773,0.8468560156657791,53/54,16/18,mean_need>=0.374
gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_completeness_norm,0.9298713083499773,0.8468560156657791,53/54,16/18,tribe_pressure>=0.484
gate,high:gpt_vlm_completeness_norm|low:selected3_mean,0.9298135243587585,0.8462680603001731,53/54,16/18,high_need_seconds_frac>=0.727
soft_gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_specificity_norm,0.9298135243587585,0.8438842066091866,53/54,16/18,weight=mean_speech_density
gate,high:selected3_mean|low:claude_vlm_listener_utility_norm,0.9297750449111215,0.8440920835554033,54/54,15/18,mean_speech_density>=0.874
gate,high:clip_mean_norm|low:vlm_best_dims_mean,0.9297401313500345,0.8534907744420049,53/54,16/18,max_need>=0.771
gate,high:gpt_vlm_completeness_norm|low:gpt_vlm_listener_utility_norm,0.9297142547342552,0.8486557767221898,53/54,15/18,max_need>=0.771
gate,high:gpt_vlm_listener_utility_norm|low:gpt_vlm_completeness_norm,0.9296679438450963,0.8478939670742889,53/54,16/18,mean_speech_density>=0.682
gate,high:claude_vlm_listener_utility_norm|low:all4_mean,0.9296466477666107,0.8484350512924369,53/54,16/18,mean_need>=0.393
soft_gate,high:all4_mean|low:strict_all4_80adqa_20clip,0.9296391942265269,0.8390317797394715,53/54,16/18,weight=high_need_seconds_frac
gate,high:vlm_best_dims_mean|low:clip_mean_norm,0.9296389706687663,0.8435024371919033,53/54,15/18,extended_seconds_frac>=0.364
gate,high:all4_mean|low:selected3_mean,0.9296269362626342,0.8459493712870201,53/54,16/18,mean_speech_density>=0.682
gate,high:all4_mean|low:gpt_vlm_listener_utility_norm,0.9295641200497202,0.8469147675284107,53/54,15/18,high_need_seconds_frac>=0.727
gate,high:selected3_mean|low:gpt_vlm_completeness_norm,0.9294871776576231,0.84494122910859,54/54,17/18,mean_speech_density>=0.874
gate,high:gpt_vlm_listener_utility_norm|low:all4_mean,0.929466552005043,0.8447761806732254,52/54,15/18,mean_speech_density>=0.874
gate,high:claude_vlm_specificity_norm|low:strict_all4_80adqa_20clip,0.9294622341025676,0.8400599971657107,53/54,15/18,mean_need>=0.549
gate,high:claude_vlm_specificity_norm|low:strict_all4_80adqa_20clip,0.9294622341025676,0.8400599971657107,53/54,15/18,high_need_seconds_frac>=0.759
gate,high:claude_vlm_specificity_norm|low:strict_all4_80adqa_20clip,0.9294622341025676,0.8400599971657107,53/54,15/18,tribe_pressure>=0.919
gate,high:all4_mean|low:strict_all4_80adqa_20clip,0.9294546162777386,0.8398810134634203,53/54,15/18,high_need_seconds_frac>=0.727
gate,high:all4_mean|low:strict_all4_80adqa_20clip,0.9294546162777386,0.8398810134634203,53/54,15/18,extended_seconds_frac>=0.628
gate,high:all4_mean|low:strict_all4_80adqa_20clip,0.9294546162777386,0.8398810134634203,53/54,15/18,extended_seconds_frac>=0.727
gate,high:gpt_vlm_completeness_norm|low:claude_vlm_listener_utility_norm,0.9294519178299003,0.8462166168562891,52/54,13/18,mean_need>=0.549
gate,high:gpt_vlm_completeness_norm|low:claude_vlm_listener_utility_norm,0.9294519178299003,0.8462166168562891,52/54,13/18,high_need_seconds_frac>=0.759
gate,high:gpt_vlm_completeness_norm|low:claude_vlm_listener_utility_norm,0.9294519178299003,0.8462166168562891,52/54,13/18,tribe_pressure>=0.919
soft_gate,high:clip_mean_norm|low:claude_vlm_listener_utility_norm,0.9294469986402125,0.835957652948912,54/54,15/18,weight=tribe_pressure
gate,high:strict_all4_80adqa_20clip|low:all4_mean,0.9294282014006023,0.8443275995501881,54/54,17/18,high_need_seconds_frac>=0.727
gate,high:strict_all4_80adqa_20clip|low:all4_mean,0.9294282014006023,0.8443275995501881,54/54,17/18,extended_seconds_frac>=0.628
gate,high:strict_all4_80adqa_20clip|low:all4_mean,0.9294282014006023,0.8443275995501881,54/54,17/18,extended_seconds_frac>=0.727
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_completeness_norm,0.9293615514002556,0.8420364002757394,54/54,15/18,tribe_pressure>=0.522
gate,high:strict_all4_80adqa_20clip|low:selected3_mean,0.9293463010896827,0.8416760166083547,54/54,16/18,extended_seconds_frac>=0.364
soft_gate,high:clip_mean_norm|low:claude_vlm_completeness_norm,0.9293463010896827,0.8360460766979309,54/54,14/18,weight=extended_seconds_frac
gate,high:all4_mean|low:strict_all4_80adqa_20clip,0.9293450042917897,0.8430858748987351,53/54,16/18,extended_seconds_frac>=0.477
gate,high:all4_mean|low:vlm_best_dims_mean,0.9293437325995312,0.847010705934923,53/54,15/18,mean_need>=0.378
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_listener_utility_norm,0.9293437325995312,0.8432124516482192,53/54,14/18,high_need_seconds_frac>=0.727
gate,high:strict_all4_80adqa_20clip|low:all4_mean,0.9293373695315769,0.8447860299716375,54/54,17/18,max_need>=0.730
gate,high:gpt_vlm_listener_utility_norm|low:all4_mean,0.929306996029757,0.8446118581573013,53/54,17/18,extended_seconds_frac>=0.364
gate,high:gpt_vlm_completeness_norm|low:claude_vlm_listener_utility_norm,0.9293025131250093,0.8476256477803557,52/54,13/18,mean_speech_density>=1.000
gate,high:gpt_vlm_completeness_norm|low:selected3_mean,0.9292916087511787,0.847767871951441,53/54,17/18,max_need>=0.641
gate,high:vlm_best_dims_mean|low:strict_all4_80adqa_20clip,0.9292892224245952,0.837257551110407,54/54,16/18,max_need>=0.838
gate,high:gpt_vlm_listener_utility_norm|low:selected3_mean,0.9292485209054143,0.8455190631966681,53/54,17/18,mean_need>=0.374
gate,high:gpt_vlm_listener_utility_norm|low:selected3_mean,0.9292485209054143,0.8455190631966681,53/54,17/18,tribe_pressure>=0.484
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_listener_utility_norm,0.929202303016777,0.839649551104496,54/54,15/18,mean_need>=0.393
gate,high:gpt_vlm_listener_utility_norm|low:strict_all4_80adqa_20clip,0.929140571965161,0.8425015587123684,53/54,17/18,mean_need>=0.374
gate,high:gpt_vlm_listener_utility_norm|low:strict_all4_80adqa_20clip,0.929140571965161,0.8425015587123684,53/54,17/18,tribe_pressure>=0.484
gate,high:all4_mean|low:claude_vlm_specificity_norm,0.9290791807579735,0.8463284286101529,53/54,15/18,extended_seconds_frac>=0.477
gate,high:gpt_vlm_listener_utility_norm|low:selected3_mean,0.9290729270135858,0.8475646945494866,52/54,15/18,mean_speech_density>=0.874
